,meta.page.currentPage,meta.page.from,meta.page.lastPage,meta.page.perPage,meta.page.to,meta.page.total,data.type,data.id,data.attributes.nomor_pb_umku,data.attributes.nama,data.attributes.website,data.attributes.sektor,data.attributes.nama_perusahaan,data.attributes.tanggal_daftar,data.attributes.nomor_tanda_daftar,data.attributes.qr_code,data.attributes.status_id,data.attributes.sistem_elektronik_id
79,8,71,41,10,80,404,tdpseTerbit,10159,,MONKEY KING: ARENA OF HEROES,monkeykingaoh.com,Sektor Teknologi Informasi dan Komunikasi,PLAYBSET LIMITED,2022-08-10,007129.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/bf035d5374b1a780c6cfca440d44a799.png,TERDAFTAR,10040
80,9,81,41,10,90,404,tdpseTerbit,10146,,EPIC GAMES STORE,store.epicgames.com,Sektor Teknologi Informasi dan Komunikasi,"EPIC GAMES INTERNATIONAL S.A R.L., BERTRANGE, ROOT BRANCH",2022-08-09,007114.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/59894f57fa928be54782164f4693f4fb.png,TERDAFTAR,10028
81,9,81,41,10,90,404,tdpseTerbit,10141,,ONE PUNCH MAN : THE STRONGEST,id-onepunchman.fingerfun.com,Sektor Teknologi Informasi dan Komunikasi,FINGERFUN (HK) LIMITED,2022-08-09,007109.02/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/5ee965827243a6080f6685ee48260193.png,TERDAFTAR,10023
82,9,81,41,10,90,404,tdpseTerbit,10140,,MU ORIGIN 3,id-mu3.fingerfun.com,Sektor Teknologi Informasi dan Komunikasi,FINGERFUN (HK) LIMITED,2022-08-09,007109.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/c0db53adb778ad10629128ed40b4e76d.png,TERDAFTAR,10022
83,9,81,41,10,90,404,tdpseTerbit,9974,,YALLA DOMINO,yalladomino.com,Sektor Teknologi Informasi dan Komunikasi,FYXTECH TECHNOLOGY PTE. LTD.,2022-08-05,007003.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/aa881bac7639def641f04a44c2c9f7dc.png,TERDAFTAR,9861
84,9,81,41,10,90,404,tdpseTerbit,9911,,NUADU,nuadu.com,Sektor Teknologi Informasi dan Komunikasi,NUADU,2022-08-04,006963.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/253c21bbc947a521b2351878e5137d8d.png,TERDAFTAR,9798
85,9,81,41,10,90,404,tdpseTerbit,9887,,LORDS MOBILE,lordsmobile.igg.com,Sektor Teknologi Informasi dan Komunikasi,IGG SINGAPORE PTE. LTD.,2022-08-04,006950.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/42abc4102ae2b409a51e8aa51be287fa.png,TERDAFTAR,9773
86,9,81,41,10,90,404,tdpseTerbit,9830,,E-APP FOR SHORT TIME DIVE ACCIDENT INSURANCE,apps.dan.org/short-term-prepay/,Sektor Keuangan,"DAN WORLD, LTD",2022-08-03,006900.02/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/86c1f08bb34347321a9bcd88754f34c0.png,TERDAFTAR,9705
87,9,81,41,10,90,404,tdpseTerbit,9829,,WEBSITE,world.dan.org,Sektor Kesehatan,"DAN WORLD, LTD",2022-08-03,006900.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/b6d41de45935fd1cd61a79186f62a4d3.png,TERDAFTAR,9704
88,9,81,41,10,90,404,tdpseTerbit,9810,,BINAMANDIRI,binamandiri.sg,Sektor Teknologi Informasi dan Komunikasi,BINAMANDIRI,2022-08-03,006882.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/865334d122a2d41c1bce354ff8eccae1.png,TERDAFTAR,9684
89,9,81,41,10,90,404,tdpseTerbit,9799,,ORIGIN,origin.com,Sektor Teknologi Informasi dan Komunikasi,EA SWISS SARL,2022-08-03,006872.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/8c1d6199bcab8d1e9e969a2ab7b5d4ad.png,TERDAFTAR,9675
90,10,91,41,10,100,404,tdpseTerbit,9797,,THREE KINGDOMS: EPIC WAR,three.hrgame.com.hk,Sektor Perdagangan,"Hong Kong GAE Information Technology Co., Limited",2022-08-03,006870.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/c4f8defcaa837411b0f429c209c40c9d.png,TERDAFTAR,9673
91,10,91,41,10,100,404,tdpseTerbit,9790,,WHIMSICAL,whimsical.com,Sektor Teknologi Informasi dan Komunikasi,WHIMSICAL INC,2022-08-03,006868.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/ca2e3da065115a0abd0e36bb643b9e53.png,TERDAFTAR,9665
92,10,91,41,10,100,404,tdpseTerbit,9786,,PLAYSTATION STORE,store.playstation.com/en-id/,Sektor Perdagangan,SONY INTERACTIVE ENTERTAINMENT INC.,2022-08-03,006865.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/5ec89bc352ebf1ea588318b6b8d814ae.png,TERDAFTAR,9660
93,10,91,41,10,100,404,tdpseTerbit,9778,,PAYPAL,paypal.com,Sektor Keuangan,PAYPAL PTE LTD,2022-08-03,006860.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/7eba130bca4a4995b94b778608bdb306.png,TERDAFTAR,9652
94,10,91,41,10,100,404,tdpseTerbit,9728,,PRIME VIDEO,primevideo.com,Sektor Teknologi Informasi dan Komunikasi,Amazon.com Services LLC,2022-08-03,006820.02/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/0f43949c0fe985319a50c998215447f8.png,TERDAFTAR,9605
95,10,91,41,10,100,404,tdpseTerbit,9727,,AMAZON.COM,amazon.com,Sektor Teknologi Informasi dan Komunikasi,Amazon.com Services LLC,2022-08-03,006820.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/050cb73b86e2b85498a20a1ec268ac7c.png,TERDAFTAR,9604
96,10,91,41,10,100,404,tdpseTerbit,9699,,ODOO ENTERPRISE,odoo.com,Sektor Teknologi Informasi dan Komunikasi,ODOO S.A.,2022-08-02,006800.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/884567e33fccf21e26c737e644a4fcd0.png,TERDAFTAR,9577
97,10,91,41,10,100,404,tdpseTerbit,9695,,"THERMOMIX® RECIPE PLATFORM, COOKIDOO®",cookidoo.international/foundation/en,Sektor Teknologi Informasi dan Komunikasi,VORWERK INTERNATIONAL & CO. KMG,2022-08-02,006795.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/0cdfbf7c234f329b0204ef240ce2b413.png,TERDAFTAR,9573
98,10,91,41,10,100,404,tdpseTerbit,9612,,BSTATION,bilibili.tv,Sektor Teknologi Informasi dan Komunikasi,BALABOOM PTE. LTD.,2022-08-01,006724.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/7c2ca3772687ec3d8a836b91c6a06ce6.png,TERDAFTAR,9503
99,10,91,41,10,100,404,tdpseTerbit,9602,,GITLAB.COM,Gitlab.com,Sektor Teknologi Informasi dan Komunikasi,GITLAB INC,2022-08-01,006719.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/c66e0b12bd8850ca059cdaac32f0a5c3.png,TERDAFTAR,9496
100,11,101,41,10,110,404,tdpseTerbit,9570,,SKY: CHILDREN OF THE LIGHT,thatskygame.com,Sektor Teknologi Informasi dan Komunikasi,"THATGAMECOMPANY, INC.",2022-08-01,006705.01/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/bd422d746d36bd319c8a5b1cda350334.png,TERDAFTAR,9472
101,11,101,41,10,110,404,tdpseTerbit,9436,,NOVELAKU,novelaku.id,Sektor Teknologi Informasi dan Komunikasi,READ LASTING LIMITED,2022-07-30,006615.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/95b339851fad20afbeca8617948987c8.png,TERDAFTAR,9348
102,11,101,41,10,110,404,tdpseTerbit,9413,,RAGNAROK M: ETERNAL LOVE,sea.ragnaroketernallove.com/id,Sektor Teknologi Informasi dan Komunikasi,"GRAVITY INTERACTIVE, INC.",2022-07-29,006583.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/83c82feb8efcd3a612d80915673284d8.png,TERDAFTAR,9323
103,11,101,41,10,110,404,tdpseTerbit,9410,,MICROSOFT BING,bing.com,Sektor Teknologi Informasi dan Komunikasi,MICROSOFT CORPORATION,2022-07-29,006581.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c9c7a300b60082ea25244ea7c1eb92c1.png,TERDAFTAR,9320
104,11,101,41,10,110,404,tdpseTerbit,9885,,BATTLE.NET,play.google.com/store/apps/details?id=com.blizzard.messenger,Sektor Teknologi Informasi dan Komunikasi,"BLIZZARD ENTERTAINMENT, INC",2022-08-04,006571.03/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/18b0fc62e03b1ae972a933e744e82133.png,TERDAFTAR,9771
105,11,101,41,10,110,404,tdpseTerbit,9884,,BATTLE.NET,apps.apple.com/id/app/battle-net/id1241040030,Sektor Teknologi Informasi dan Komunikasi,"BLIZZARD ENTERTAINMENT, INC",2022-08-04,006571.02/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/b47c48a19df778e85b7f9632ca2c6d91.png,TERDAFTAR,9770
106,11,101,41,10,110,404,tdpseTerbit,9386,,BATTLE.NET,battle.net,Sektor Perdagangan,"BLIZZARD ENTERTAINMENT, INC",2022-07-29,006571.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f4be2a141342d9087328153bd2955194.png,TERDAFTAR,9296
107,11,101,41,10,110,404,tdpseTerbit,9366,,KEPO,kepo.life,Sektor Teknologi Informasi dan Komunikasi,Comunitee HK Limited,2022-07-29,006556.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/534f1143bcc757999e8735e723526c8e.png,TERDAFTAR,9279
108,11,101,41,10,110,404,tdpseTerbit,9356,,SOFTWARE AG CLOUD,softwareag.cloud,Sektor Teknologi Informasi dan Komunikasi,SOFTWARE AKTIENGESELLSCHAFT,2022-07-29,006551.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/aca2152c21161febecbed4ecd3140218.png,TERDAFTAR,9267
109,11,101,41,10,110,404,tdpseTerbit,9341,,MAMBU,mambu.com,Sektor Keuangan,MAMBU ASIA PACIFIC PTE LTD,2022-07-28,006537.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6ef5a19698e497ae957d18957824af36.png,TERDAFTAR,9252
110,12,111,41,10,120,404,tdpseTerbit,9333,,ZEPETO,zepeto.me/,Sektor Teknologi Informasi dan Komunikasi,NAVER Z CORPORATION,2022-07-28,006530.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/fd642bf60c64558ed72a034c1f57635c.png,TERDAFTAR,9244
111,12,111,41,10,120,404,tdpseTerbit,9272,,SHOP.VNG.GAMES,shop.vng.games,Sektor Teknologi Informasi dan Komunikasi,VNG SINGAPORE PTE. LTD.,2022-07-28,006500.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/31e75a652cc10e79fbe7d7abf054d70c.png,TERDAFTAR,9184
112,12,111,41,10,120,404,tdpseTerbit,9271,,GOSSIP HARBOR,play.google.com/store/apps/details?id=com.mergegames.cookie；https://apps.apple.com/gb/app/gossip-harbor-merge-game/id1623318294,Sektor Teknologi Informasi dan Komunikasi,MICROFUN LIMITED,2022-07-28,006499.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/1358dab3b7944243e5d6a31a83d12a4e.png,TERDAFTAR,9183
113,12,111,41,10,120,404,tdpseTerbit,9270,,MERGE COUNTY APP,play.google.com/store/apps/details?id=com.mf.town；https://apps.apple.com/us/app/merge-county/id1586279379,Sektor Teknologi Informasi dan Komunikasi,MICROFUN LIMITED,2022-07-28,006499.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6a9491cec7fe7301ba03dcd4cef17e85.png,TERDAFTAR,9182
114,12,111,41,10,120,404,tdpseTerbit,9269,,MERGE FABLES APP,play.google.com/store/apps/details?id=com.mergegames.myth；https://apps.apple.com/us/app/merge-fables/id1564248355,Sektor Teknologi Informasi dan Komunikasi,MICROFUN LIMITED,2022-07-28,006499.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d8fa8b84b3bf28ad2768c5c3dcaad0ad.png,TERDAFTAR,9181
115,12,111,41,10,120,404,tdpseTerbit,9268,,JELLIPOP MATCH APP,play.google.com/store/apps/details?id=com.jellyblast.cmcm;https://apps.apple.com/us/app/jellipop-match/id1149330452,Sektor Teknologi Informasi dan Komunikasi,MICROFUN LIMITED,2022-07-28,006499.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/3499e4064226b4e9ea6481d36421162d.png,TERDAFTAR,9180
116,12,111,41,10,120,404,tdpseTerbit,9267,,WARPATH,warpath.lilith.com,Sektor Teknologi Informasi dan Komunikasi,LILITH NETWORK HK LIMITED,2022-07-28,006498.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/2cf4af12f9d4853c2422fa4e37ebd746.png,TERDAFTAR,9179
117,12,111,41,10,120,404,tdpseTerbit,9266,,RISE OF KINGDOMS,roc.lilithgames.com,Sektor Teknologi Informasi dan Komunikasi,LILITH NETWORK HK LIMITED,2022-07-28,006498.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/047f974a8f61f08ad999546a5dc75239.png,TERDAFTAR,9178
118,12,111,41,10,120,404,tdpseTerbit,9265,,ART OF CONQUEST,aoc.lilith.com,Sektor Teknologi Informasi dan Komunikasi,LILITH NETWORK HK LIMITED,2022-07-28,006498.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4f266464e62eda7d267bfeb9939bc6a9.png,TERDAFTAR,9177
119,12,111,41,10,120,404,tdpseTerbit,9264,,AFK ARENA,afkarena.lilith.com,Sektor Teknologi Informasi dan Komunikasi,LILITH NETWORK HK LIMITED,2022-07-28,006498.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/a7174ccd44b310eef5bc38013f49bb7c.png,TERDAFTAR,9176
120,13,121,41,10,130,404,tdpseTerbit,9263,,LIONSGATE PLAY,lionsgateplay.com,Sektor Teknologi Informasi dan Komunikasi,LIONSGATE PLAY LLP,2022-07-28,006497.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b5531cd9573b3a2f973b6c4456844a8f.png,TERDAFTAR,9175
121,13,121,41,10,130,404,tdpseTerbit,10191,,FARLIGHT 84,farlight84.farlightgames.com,Sektor Teknologi Informasi dan Komunikasi,Farlight Pte Ltd.,2022-08-10,006496.04/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/b912ceb5d0e30b240bea54c641112eb0.png,TERDAFTAR,10070
122,13,121,41,10,130,404,tdpseTerbit,10190,,DISLYTE,dislyte.farlightgames.com,Sektor Teknologi Informasi dan Komunikasi,Farlight Pte Ltd.,2022-08-10,006496.03/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/43c54db14212f30b1e4e50cc24ffb842.png,TERDAFTAR,10069
123,13,121,41,10,130,404,tdpseTerbit,9262,,DISLYTE,dislyte.farlightgames.com,Sektor Teknologi Informasi dan Komunikasi,Farlight Pte Ltd.,2022-07-28,006496.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/99f837f1704b935f3c203c505c7436b8.png,TERDAFTAR,9174
124,13,121,41,10,130,404,tdpseTerbit,9261,,FARLIGHT 84,farlight84.farlightgames.com,Sektor Teknologi Informasi dan Komunikasi,Farlight Pte Ltd.,2022-07-28,006496.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/306462d37c57007bf6fdec27d70d4db5.png,TERDAFTAR,9173
125,13,121,41,10,130,404,tdpseTerbit,9260,,CHAMET,ichamet.com,Sektor Teknologi Informasi dan Komunikasi,FULIAO HONG KONG LIMITED,2022-07-28,006495.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f9aaf89007004c2d39fc6b590b449a8b.png,TERDAFTAR,9172
126,13,121,41,10,130,404,tdpseTerbit,9258,,6ESTATES IDP,idp-sea.6estates.com,Sektor Teknologi Informasi dan Komunikasi,6ESTATES PTE. LTD.,2022-07-28,006494.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/dcc4eb136aa1e6dc515218cc26ebf57b.png,TERDAFTAR,9170
127,13,121,41,10,130,404,tdpseTerbit,9257,,SEAL LIVE,seallive.app,Sektor Teknologi Informasi dan Komunikasi,PLANET NINE INNOVATION LIMITED,2022-07-28,006492.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9083b19c922268a783da88fc3d8a1a49.png,TERDAFTAR,9169
128,13,121,41,10,130,404,tdpseTerbit,9256,,PARAS.ID,paras.id,Sektor Teknologi Informasi dan Komunikasi,PARAS DIGITAL PTE LTD,2022-07-28,006491.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/fdc31f4c2a760741db2ad72bf806c03d.png,TERDAFTAR,9168
129,13,121,41,10,130,404,tdpseTerbit,9255,,LITMATCH,litmatchapp.com/#/,Sektor Teknologi Informasi dan Komunikasi,CONSTRUCT TECHNOLOGY PTE LTD,2022-07-28,006490.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/8ce26c5c2098be22f411b8259074f63d.png,TERDAFTAR,9167
130,14,131,41,10,140,404,tdpseTerbit,9252,,NARUTO:SLUGFESTX,narutoslugfest.com,Sektor Perdagangan,"HONGKONG YOYOO TECHNOLOGY CO.,LIMITED",2022-07-28,006488.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e4bab0fcd44e8eda46b1297c7a6683c0.png,TERDAFTAR,9164
131,14,131,41,10,140,404,tdpseTerbit,9251,,UKI,uki.booyah.cc/,Sektor Teknologi Informasi dan Komunikasi,QUYUE TECHNOLOGY PTE. LTD.,2022-07-28,006487.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c65bdc3c7a9aa42f99ed4f178f038abd.png,TERDAFTAR,9163
132,14,131,41,10,140,404,tdpseTerbit,9250,,MEETYOU,play.google.com/store/apps/details?id=com.meetyou.intl,Sektor Teknologi Informasi dan Komunikasi,INSPIRATION GROUP HONGKONG LIMITED,2022-07-28,006486.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/7442dc2a42adb4ea25e143dd80cdac47.png,TERDAFTAR,9162
133,14,131,41,10,140,404,tdpseTerbit,9249,,APKPURE,apkpure.com,Sektor Teknologi Informasi dan Komunikasi,ELECYBER INTERNATIONAL PTE. LTD.,2022-07-28,006485.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4138aa12b3b35f78f4c073e477956438.png,TERDAFTAR,9161
134,14,131,41,10,140,404,tdpseTerbit,9248,,COUNTER-STRIKE NEXON: STUDIO,store.steampowered.com/app/273110/CounterStrike_Nexon_Zombies,Sektor Teknologi Informasi dan Komunikasi,NEXON KOREA CORPORATION,2022-07-28,006484.09/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/86873e04fc7f1b2b8ee6536c705481e8.png,TERDAFTAR,9160
135,14,131,41,10,140,404,tdpseTerbit,9247,,GODZILLA DEFENSE FORCE,play.google.com/store/apps/details?id=com.nexon.godzilla&hl=en&gl=ES; apps.apple.com/kr/app/godzilla-defense-force/id1445535620?l=en,Sektor Teknologi Informasi dan Komunikasi,NEXON KOREA CORPORATION,2022-07-28,006484.08/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d10e3f0ddcbc986db63dc99a8663f2c7.png,TERDAFTAR,9159
136,14,131,41,10,140,404,tdpseTerbit,9246,,BNB M,play.google.com/store/apps/details?id=com.nexon.bnb2&hl=en&gl=ES; apps.apple.com/kr/app/bnb-m/id1436939643?l=en,Sektor Teknologi Informasi dan Komunikasi,NEXON KOREA CORPORATION,2022-07-28,006484.07/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/40b05703b5313da17b209dbde1ca012e.png,TERDAFTAR,9158
137,14,131,41,10,140,404,tdpseTerbit,9245,,DARKNESS RISES: ADVENTURE RPG,play.google.com/store/apps/details?id=com.nexon.da3.global&hl=en&gl=ES; apps.apple.com/us/app/darkness-rises-adventure-rpg/id1321309284,Sektor Teknologi Informasi dan Komunikasi,NEXON KOREA CORPORATION,2022-07-28,006484.06/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/fdee1b45337bf75b6422a69fe70afc05.png,TERDAFTAR,9157
138,14,131,41,10,140,404,tdpseTerbit,9244,,V4,play.google.com/store/apps/details?id=com.nexon.v4gb&hl=en&gl=ES; apps.apple.com/us/app/v4/id1501655572,Sektor Teknologi Informasi dan Komunikasi,NEXON KOREA CORPORATION,2022-07-28,006484.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/22a177db2086d0c6576b2a5d41d38203.png,TERDAFTAR,9156
139,14,131,41,10,140,404,tdpseTerbit,9243,,KONOSUBA: FANTASTIC DAYS,play.google.com/store/apps/details?id=com.nexon.konosuba&hl=en&gl=ES; apps.apple.com/au/app/konosuba-fantastic-days/id1521793564,Sektor Teknologi Informasi dan Komunikasi,NEXON KOREA CORPORATION,2022-07-28,006484.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/622f62ae4880401e456f5c9a75faa047.png,TERDAFTAR,9155
140,15,141,41,10,150,404,tdpseTerbit,9242,,KARTRIDER RUSH+,play.google.com/store/apps/details?id=com.nexon.kart&hl=en&gl=ES; apps.apple.com/us/app/kartrider-rush/id1466736988,Sektor Teknologi Informasi dan Komunikasi,NEXON KOREA CORPORATION,2022-07-28,006484.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/90377e40a934931a238d833795dd4c60.png,TERDAFTAR,9154
141,15,141,41,10,150,404,tdpseTerbit,9241,,MAPLESTORY M: FANTASY MMORPG,play.google.com/store/apps/details?id=com.nexon.maplem.global&hl=en&gl=ES; apps.apple.com/us/app/maplestory-m-fantasy-mmorpg/id1290086677,Sektor Teknologi Informasi dan Komunikasi,NEXON KOREA CORPORATION,2022-07-28,006484.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/24562d93c55483a0b9630dd8cf32f76b.png,TERDAFTAR,9153
142,15,141,41,10,150,404,tdpseTerbit,9240,,BLUE ARCHIVE,play.google.com/store/apps/details?id=com.nexon.bluearchive&hl=en&gl=ES; apps.apple.com/us/app/blue-archive/id1571873795,Sektor Teknologi Informasi dan Komunikasi,NEXON KOREA CORPORATION,2022-07-28,006484.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f5343c0a5d004ea859d506ff89a6b5ad.png,TERDAFTAR,9152
143,15,141,41,10,150,404,tdpseTerbit,9239,,GEMGALA,igemgala.com,Sektor Teknologi Informasi dan Komunikasi,JUSTAR HK LIMITED,2022-07-28,006483.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f3bb5a5c021dda3f6891e71a3fb331e7.png,TERDAFTAR,9151
144,15,141,41,10,150,404,tdpseTerbit,9237,,PHANTOM BLADE: EXECUTIONERS,s-game.choobest.com,Sektor Teknologi Informasi dan Komunikasi,SOULGAME LIMITED,2022-07-28,006482.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/995e95da36bf8ee21d2ce29184682953.png,TERDAFTAR,9149
145,15,141,41,10,150,404,tdpseTerbit,9233,,LINKEDIN CORPORATION,linkedin.com,Sektor Teknologi Informasi dan Komunikasi,LINKEDIN CORPORATION,2022-07-28,006478.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/8321a6afcfcd768cebe5231fd64e4a30.png,TERDAFTAR,9145
146,15,141,41,10,150,404,tdpseTerbit,9215,,FCS SOLUTIONS,fcscs.com,Sektor Teknologi Informasi dan Komunikasi,ADRIAN ANAND AMBROSE,2022-07-27,006463.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/5e78681af22239b87c61466608b34902.png,TERDAFTAR,9123
147,15,141,41,10,150,404,tdpseTerbit,9212,,YS6 MOBILE VNG,ys6.vnggames.com,Sektor Teknologi Informasi dan Komunikasi,VNG CORPORATION,2022-07-27,006460.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/1799dc4b5efef289a9609a761c287754.png,TERDAFTAR,9120
148,15,141,41,10,150,404,tdpseTerbit,9210,,OMI APPLICATION,omi.sg,Sektor Teknologi Informasi dan Komunikasi,WINK TECHNOLOGY PTE. LTD.,2022-07-27,006458.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d8f0fd3f52e30dcd9dd0694db4c8e02d.png,TERDAFTAR,9118
149,15,141,41,10,150,404,tdpseTerbit,9209,,OPPO BROWSER,developers.oppomobile.com,Sektor Teknologi Informasi dan Komunikasi,BRAVO UNICORN PTE. LTD.,2022-07-27,006457.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d73173ff018813c93005c97731c9e986.png,TERDAFTAR,9117
150,16,151,41,10,160,404,tdpseTerbit,9208,,OPPO THEMESTORE,developers.oppomobile.com,Sektor Perdagangan,BRAVO UNICORN PTE. LTD.,2022-07-27,006457.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9b5566dcaf9b9cb06711a4df1316a922.png,TERDAFTAR,9116
151,16,151,41,10,160,404,tdpseTerbit,9207,,HEYTAP CLOUD,cloud.heytap.com,Sektor Teknologi Informasi dan Komunikasi,BRAVO UNICORN PTE. LTD.,2022-07-27,006457.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/16e944f809f07d28e35c36ff0e64f6d9.png,TERDAFTAR,9115
152,16,151,41,10,160,404,tdpseTerbit,9206,,OPPO APP MARKET,developers.oppomobile.com,Sektor Teknologi Informasi dan Komunikasi,BRAVO UNICORN PTE. LTD.,2022-07-27,006457.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/66e744ffe3b1568fae20c699b790960c.png,TERDAFTAR,9114
153,16,151,41,10,160,404,tdpseTerbit,9205,,OPPO GAME CENTER,developers.oppomobile.com,Sektor Teknologi Informasi dan Komunikasi,BRAVO UNICORN PTE. LTD.,2022-07-27,006457.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/aa03b00a01a0b5d18fc9cfe0be948401.png,TERDAFTAR,9113
154,16,151,41,10,160,404,tdpseTerbit,9203,,ALIEXPRESS,aliexpress.com,Sektor Perdagangan,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,2022-07-27,006456.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b2ebe8bf74f613f5902930a7fc639933.png,TERDAFTAR,9111
